,sex,length,diameter,height,whole-weight,shucked-weight,viscera-weight,shell-weight,rings
13,F,0.42197633109671256,1.3804003141501204,1.3607292622499785,-0.2732578761764544,0.852352413559358,1.43517063548863,1.0689153193814995,10
14,F,1.1271233618149101,0.197175906686047,-0.031112931378179387,0.19876763623995397,-0.4270262747056697,-0.6838826609512906,1.374838147329236,10
15,M,0.31121178572906605,0.9161052191724285,-0.08209635921236247,1.455498410257404,0.9201057983932455,0.5565716480569975,0.7672816605319362,12
16,I,-1.2975020464939166,-0.9988465961853636,0.6062930302971692,-0.7478013254894524,0.10997767944275139,-0.4336121369805115,-0.26479763231939724,7
17,F,1.0645546126171843,-0.3191775555880195,0.7062302835514728,0.6623603239797841,-0.3744746850849586,0.034519349360564,-0.4436375065696335,10
18,M,-0.3031619810486559,-0.23016089821362362,-0.383402506154378,0.7410918030472637,-0.0864531069000134,0.5592129633415086,-0.650446221993792,7
19,M,0.46528768972351775,0.7051152065073527,0.026873261607803012,-0.2305120479873609,0.7493530756514277,0.5702881433870584,0.9983476886119649,9
20,M,-1.0159006342366708,-0.011584793535283078,-0.6382596661410209,-0.2123759143025683,-1.0033438141555593,0.7341955816964254,-0.41049720966274217,11
21,I,0.7033702983192425,0.001360249839220451,-0.5905288514207311,-0.23698850570778496,-0.3635459164110768,0.36579948971273213,-0.7041928613356498,10
22,F,0.37325041015126054,2.0182109464303584,1.7731621038701018,0.6237697914818963,0.9076725745056033,1.4113677384076027,1.3036333467193595,12
23,F,0.3154741656945816,1.0926018365775358,1.6758829720335162,0.8596482359136439,1.7495593228041533,1.689787471652291,0.6652840088643244,9
24,F,1.530094502091265,2.0571536242679267,1.5513683132452145,1.3570850016129825,1.9246450906649097,2.272056148776694,1.0926035423353342,10
25,F,1.9366760341109035,0.5028046804278405,0.6605632546668843,1.7610481721761755,1.48224752267781,1.3750040497265024,0.9352943805329114,11
26,F,1.5274794498961528,0.6297036194855575,1.9996140397108848,0.9302882972643267,1.0794079564376016,2.2146339714842793,0.7758207845257643,11
27,M,1.237673195317188,1.892805346575968,1.516023373974579,1.7457481264994243,0.10667464455308177,2.3093837234533914,1.0583202542711283,12
28,M,0.6834156407653547,2.376184612908618,1.314205427349435,0.5411757226447069,0.9874352324759332,2.135109000450642,1.1059282461833992,15
29,M,1.1661186454894226,0.8170104971847082,1.7309964857041815,0.7887015742808756,0.8493423156596969,1.2612348128573934,0.7388035656787142,11
30,M,1.1229901379613758,1.2367630651840502,1.4018971563101599,2.1171650539279794,0.7472063742856804,2.3465256214518337,0.9040238021270675,10
31,F,2.3411814217813705,2.4272293052510685,1.2985365061289795,2.6227157422869354,2.687994375275202,2.209758733184358,2.032230449592048,15
32,M,3.0505127381832415,2.8221727583126004,1.094201786186625,2.75477860206121,1.2902035364781796,2.0945541186316685,2.7766453897706587,18
33,F,2.8226129169502885,3.1382273037219095,1.4135165310682574,3.094306389165922,3.6258314743412976,2.904687295664745,2.34766331585471,19
34,F,2.513225900219086,2.117806880415161,2.339120119269155,3.213368383488005,1.5766640322917045,3.9397857239929452,3.657930977858121,13
35,M,0.85695856207825,0.8411135212943401,-0.5049171240312802,-0.3223720506725526,1.058815519651802,0.2520699717357,0.6761805647292419,8
36,F,1.7324411143433287,0.9356969613081435,0.8224748782364928,1.5720172704396083,1.438564680130462,3.011912365817247,1.124611063501657,16
37,F,-0.37525641510440855,0.32639066572296516,-0.22960019270863596,0.9431734463851834,0.12112242396718753,0.5079203579139215,0.2419660012771513,8
38,F,1.5158484900315143,1.9860709178384965,0.4402939468964199,1.540679927154942,0.9994065066877057,1.7158151230840626,0.7883495995045372,11
39,M,-0.9921346939781925,-0.8621469369409682,-1.1676015864595237,-0.595347699993223,-0.2837131803524453,-0.7687890845636559,0.4338813872628646,9
40,F,-0.6024192470293978,0.39947906928955057,-0.7307322270746608,0.8880181927414649,0.13232967905921134,-0.14835752707066296,0.8493874404300716,9
41,F,1.7693373205644995,1.7400017631715357,1.4435968037459899,0.9093141237949651,1.7383274724853675,0.6684746489368538,0.7236507052170538,14
42,I,-0.5091371884345675,-1.5384221951976447,-0.7314674727049482,0.2355419438644515,-1.2974868864842544,-1.411041795491594,-0.3007105677820432,5
43,I,-2.228143740732878,-2.0195280251738406,-1.478938182597674,-1.3765280925617405,-0.4007883736736917,-1.455999232880845,0.1790895520297553,5
44,I,-2.154789272576899,-1.8189727045213284,-1.9757693507521639,-1.5129251350895607,-0.2841764246773837,-1.4674726439473778,-1.1232787387932415,4
45,I,0.14283609320205648,0.12315659303555782,0.14602031312807018,-0.7938586494032978,-0.35485846986479075,-0.7549032638117505,0.69684931599132,7
46,M,-0.3459419054281442,-0.26227590071690376,-0.09453752318840797,1.2878423537292325,0.2209997121566291,1.784773322674309,0.08318635577440303,9
47,F,-0.3337918075428751,1.28551984738542,-0.025028614417544615,0.9895828011027742,0.9998537570164988,0.7156604854362754,0.058997733324489654,7
48,I,-0.8112109013521149,-1.5933432311729943,0.15750991515898982,0.2867191094881132,-0.5488951955864743,-1.2912937122161527,0.06599177374255683,6
49,F,1.0199489412911138,1.803257425588995,1.2610408750543054,1.8682943438705406,1.0950385266706586,0.6786125387265456,1.286667993597861,9
50,I,1.0995047166449106,1.6458838230984643,-0.2959108057297581,1.348418413639208,1.4505943980798168,-0.4466311785009872,0.09732907518401579,8
51,M,-0.7497911340812069,0.22811295924295405,-0.46635231607396466,0.8794764133645201,-0.6706103799300431,-0.09796479711411421,0.3314932230823512,7
52,M,0.5192537479687084,1.4518278747900681,0.7939363437318296,0.8285541753041719,0.781398576482512,0.7368512671483392,0.9947054809158105,10
53,F,1.2441988924361698,1.125276783697742,1.5108211953859263,1.1132273262297336,1.0686547300132179,-0.5869867922874855,1.0662460145702481,10
54,M,-0.24137777578200303,-0.38123386211093246,0.3909357161968344,0.8066428646732439,0.5941840410775261,-0.44966243706828857,-0.11083679969207327,7
55,F,0.8461248212692528,0.9224038056401008,1.9673254369662379,-0.0613374908565934,-0.2312036242476449,1.3606066100363832,-0.05526673993455272,8
56,M,0.6231118132875598,-0.28954817744030625,0.3155316360107954,-0.6138562023300518,-0.02317939999622598,1.1349222313321858,0.4145369024481218,8
57,M,0.08520897508435177,1.352598662523818,0.5166879594998982,0.6590098151578059,0.03440023755299926,1.344527029888727,1.4119624813041685,8
58,I,-1.850303314510794,-2.1028569317386623,-1.7284241509116136,-1.2165825928995657,-0.7002352090848711,0.374096308583749,-0.35371720260906225,4
59,F,0.49305578979890863,1.0248765935416535,1.238460535010745,0.2519410199635702,0.28862323778018384,1.0573830840710925,0.15900282125455828,7
60,M,1.2170662596129787,1.1403507077753672,1.1076144476499574,0.3245623310940734,0.34385504394122945,-0.19987646455964836,0.7584420705876993,7
61,M,1.0322275423782163,1.034097300762996,-0.3891207141873646,-0.2654790397788521,1.1918925550271693,0.7806218694944761,1.2720385063923627,9
62,F,0.8472732128169459,0.7421384793867928,0.7758718153127542,0.5916730493437414,0.5589018628197691,1.7415394297097724,0.41014250279847114,10
63,M,0.013881772628608458,0.00036469407676664733,-1.036379006395269,-0.4664184699239836,-0.7398097624349664,0.12094592959881512,0.02203559330228122,7
64,M,1.6954860094190543,1.0543240491091233,0.6778090602272817,0.3482010641804353,0.5563150890159434,0.835447547696544,0.8197539889547025,8
65,M,0.8215035256974877,1.2697576369156633,0.6644769570686031,0.9436977286334979,1.3323159682231627,0.3595161352796802,-0.5304333125238485,8
66,F,0.6811426790575903,1.2329247718303578,0.6276407767833471,0.2683467218118992,1.9440357425171624,0.6148651365313402,0.9326027652629435,12
67,F,0.7607851704018533,0.9013441681843661,2.5917766540820324,1.66682926707298,0.8182675722048146,1.6393461192260692,2.798085691716948,13
68,F,0.1737516634112889,0.5514207664512603,1.3396749319264882,1.016303276924166,0.5094250063640192,-0.34600475860224,0.5431380318434963,10
69,I,-1.2854010933391926,-0.5641307222009082,-0.6689484215592334,-0.014324731248571698,-1.0491679314945954,-1.2117294804161527,-0.8950718991794615,6
70,M,1.783536290389193,0.3044519638423512,0.5184287418459688,1.3824757575212483,1.1045690312940304,1.5954143623327106,1.3667426876323534,13
71,F,0.09107233050893937,-0.5473186915529453,0.07761025221557583,0.7849716337788599,-0.47574997026763344,0.4864929895082616,-0.30364391862393003,8
72,F,1.7951099438730593,1.1680231467155728,2.5712328842624643,2.358611543938214,1.2298429176171788,2.1203213722066514,1.860228015332883,20
73,M,2.2758056389351973,2.586017971128415,2.4330185209512774,1.9030253993942563,0.6908836329463853,1.9661089671095793,2.3449707654204355,11
74,F,2.158030543763581,2.173623645146072,1.6209935652418612,0.6678346364307941,1.6986382436199072,2.25348137634756,2.2878463463531613,13
75,F,1.827505210183421,1.0722190285201498,0.8078566117761133,2.1450047918425685,0.504690070098782,2.198089003320986,0.9131381871399408,15
76,M,2.155894160178598,1.8941461378073305,1.9400495511574236,0.6974780704280521,0.08056389195799896,0.7927425933409789,1.9225022203584572,9
77,F,2.4436735169812693,2.4726372519319098,1.986571891812173,1.2110506222257587,1.6038243825740646,0.963541665774308,1.9572317367064425,10
78,F,0.6628330571093841,0.996612559127474,1.860280082395975,1.6569809507946904,1.0921210414890523,0.1761445210452461,0.8625524363534374,11
79,F,1.475214495684354,1.821247517063584,1.2057260565382037,2.313085417678392,1.0917063917507872,2.0457950523047304,2.366969742427865,14
80,F,2.1437573514197448,0.5038218228820641,1.0594370640089097,1.4221149109347642,0.6877311993475201,1.1242619607367075,1.1738968037529294,9
81,M,1.9939442577950544,2.353360891254802,2.2182112444424846,3.1896065886445504,1.1528879606505833,0.16262544244350083,3.7312438360592513,12
82,F,0.20110041081333954,0.3468819015445467,1.6024918260210643,0.3523732113357014,0.44439569756119507,0.8931964034341705,0.7080317417824665,16
83,M,1.8646572157740964,0.7012688723754873,1.9588897994697572,2.219998114175156,0.9299364041556253,2.4461036804804417,3.725546403310066,21
84,M,2.274854280048441,1.2059260509112244,0.3615898833127042,1.8770612861197051,0.15178596774326636,1.2685666674945495,2.658743079873361,14
85,F,1.3563223915376583,1.029709715715501,2.2477788376509875,2.463903417834211,1.425682702577519,1.3314311352025807,1.970197452440533,12
86,M,2.308843412933652,2.420681264691025,1.557144306161938,1.5840292187575895,2.337382653968634,1.7538061988345057,2.5236519477072514,13
87,M,1.5716220607865745,1.5408998024430045,1.1366985212585483,1.7743625976187622,1.6934789425680894,1.2134140566469662,1.806699831693188,10
88,F,0.18718713017532929,0.9379034612267207,0.6953118066602577,1.338848776484946,-0.05557380030360015,0.8270496616188076,0.4093053493530152,9
89,F,2.26965460623414,1.7234490130330529,0.5323706524477564,1.542358690923181,0.7731163844757913,1.0416575372219432,0.7173799973838739,12
90,M,1.826444527701684,0.9627574847713779,1.1788815344346606,1.6493060722177557,1.1128252872683237,1.684569491653691,1.3631243355662894,15
91,M,0.7470216655350699,1.926041915844912,1.4164552536437447,1.6954642806925173,0.6370447589450554,0.8012592256254132,0.6073835678855811,12
92,M,0.929794693349669,1.845381920620881,2.2643796144014003,1.036445536162607,1.0541311644642393,1.6772557724476163,1.1703662229266167,13
93,F,1.7506202234476806,2.6723561102114957,1.2844369873466197,2.0706602694375404,1.9963210638199984,3.177719225616671,2.5733313314815827,10
94,M,1.8552715575977339,2.540349503552033,2.04264207980464,1.667736719552751,2.655895736228389,1.6626893592973577,2.521001355985188,15
95,M,1.1773260721625185,2.319901117643122,2.6629121420224102,3.2674273208641074,2.6053989540686784,2.492100758358802,2.3636652544906775,14
96,M,1.5053607901305874,1.3408919092735287,0.5386873639718338,1.3097013580639154,0.024500718437173052,1.5294980340790565,1.7766314873915983,9
97,M,0.12071781060062448,1.327919441209541,0.9648662722408345,0.7031421761236143,0.9812285594919542,0.397664069803057,0.8614029988039006,8
98,M,1.125343156162383,-0.24721700782758416,-0.19757936548935207,-0.10350569992134206,-0.547493107303464,0.05932492679242424,1.4430888106394397,7
99,F,0.535779949243078,0.8473281079352449,0.40249751784732907,-0.14330212085927696,0.6329808064378224,1.0006145926772316,0.1864580144808794,10
100,I,-1.0130017118683063,-0.9303943943416448,-0.32788730128672094,-0.9126013565209627,-0.01689730791104771,-0.038844153053556596,0.10102368801265627,7
101,M,0.7617037533999627,1.2186890545815332,1.0395236297129715,1.5618339288995897,1.2352164381771007,1.9134809373906356,0.6860126088602719,15
102,M,1.802732940996373,1.136329666163731,0.7472404235882185,0.7141716890801484,0.8059832371021866,1.7405018538670765,1.8356827398563864,15
103,M,1.7567405778847838,0.9532290202711043,0.3274813736924271,0.11081554424482401,0.6360169867082399,0.8824943138107944,1.3744899276755387,10
104,M,1.7707258329001467,0.8070206831421347,2.4508545219400473,1.3599332289792585,1.8437772566182513,1.86895520059598,2.2098905785929825,12
105,F,1.4093881310176135,1.3639423214014268,0.7606036394978022,0.9149923030799127,1.1292388654887264,0.3657969699531371,1.284767747203263,12
106,F,0.449569946111169,2.086696360276501,2.4694298924860334,1.4031585689324204,0.04847423223835523,0.6748198418468379,0.3771169268215707,11
107,F,1.7638014750347164,0.9788135981802925,-0.053465192193626276,0.9781928120297121,0.06971019819578306,0.12604002772650363,1.5014031649185373,10
108,F,-0.02793102180863781,0.4331866822189782,0.9510771695885546,1.4052942252208875,0.03175258151666083,0.7320281214261717,1.0355560580681984,9
109,F,1.1439666638718644,1.0248750082813263,-0.004879776325573459,0.830024118623619,0.2711756818098008,0.9450424227004725,-0.506924124222668,9
110,M,-0.21357937977612174,1.0885444638890642,0.19715503327848521,0.44019196057942866,1.1727275930494816,-0.37473289508462715,0.37443517989394737,9
111,M,0.14695550961436094,1.083036079567387,0.45315813195045473,-0.267380954054108,0.9055855988117403,-0.3412653984289108,1.030799850989019,9
112,I,-0.35997511459729536,-0.8781309927428396,0.06128938243553561,-0.09093011846164445,0.595031799884742,-0.11782216242448884,0.42766964709088107,9
113,M,0.5054378615872652,0.8418850735607243,0.3019767154581696,0.016421713136705707,0.5869913080452855,-0.28463220042712,0.23678987699112786,9
114,F,2.0150160551397387,0.33997086807221094,0.05255441210637407,0.46393619643704365,0.7342016830040132,1.3249172627300903,0.9053698172658577,11
115,F,1.8373737177539995,1.8670569104512746,1.2577813999542509,1.2921473208467036,0.3789591115036893,-0.07678619557594737,-0.19492712312434612,11
116,F,1.2632331459549246,0.4176362927356211,1.6196285624881386,0.13350369635158854,0.7738893671487503,0.7010325345815972,0.4380173381667796,11
117,M,1.2155738927764261,0.27799730476435813,0.21816157278966863,0.6332905523424753,-0.18139031717988874,-0.2719229554771987,0.6476726602167524,10
118,F,0.7768568276270329,1.995523425918879,2.0748164911073363,0.19127490849652745,1.7513704007888262,0.4324576765298988,1.7549237988829511,9
119,M,-0.31580023650758426,0.87023951863835,0.5575224824338234,-0.5255581508003793,-0.7930593295038284,0.2244786860252841,-0.12572275250213827,8
120,F,0.23809436952119511,1.4468862500370632,0.7199363845388993,0.9430317492565365,0.6106542948155986,0.4071088098317156,0.40773403329377933,9
121,I,-0.3812701427690517,0.1793429213946478,-0.3065585734774774,0.15217498464360868,-0.7068603425680018,-0.8159781144128784,-0.25319269903025954,7
122,F,0.3806446306025536,0.7932686897772973,0.681105313379228,1.257908758721082,0.9446719280530596,0.017691516940842103,0.8141554911166177,14
123,M,0.21312276473138558,0.16537963340221573,-0.932122195334758,-0.8449401976003919,-0.20927658878758804,-0.7048901332589224,-0.1700099762318914,6
124,I,0.2573517835601262,-0.04304826742903267,0.18687539013095478,0.5333371912188878,0.49590087111025194,0.644008573833494,0.6918603553923603,6
125,I,-0.39321856398319555,-0.9366068253480049,-0.6325543471848649,-0.8261921531483305,-1.364628172332325,-1.0214180001649504,0.17186849301926443,5
126,I,-0.18040151131596205,-0.48650133227618464,-0.9569227053975087,0.5427825706334721,0.5869369023935029,-0.7393119571037385,-0.04037867785481253,6
127,I,0.1019999017795874,-0.09783321779813181,-0.6293653550487597,0.0910814784741345,0.704665160320108,-0.8364597498643247,0.5710020149066188,8
128,M,2.2944534676109285,1.799903023848321,1.164804346399765,2.082148552130853,2.5625731434656234,0.8890584141685632,2.5846669488887155,19
129,M,3.000087862666584,1.57027544659886,0.9040823123760209,2.447503963119755,1.9578219330647844,1.2983146018503087,3.9341397460203615,18
130,M,2.052857294863498,1.842181257008345,1.281571189143672,2.364391506422148,1.0546024672963206,1.3741514925058356,3.2136968913347976,17
131,F,-0.43515003967193755,0.7137843536465315,-0.2013210194620741,0.20666785797754705,-0.5202066791273658,-0.895895725872504,-0.4916266072670661,9
132,F,-0.6430627953590875,-1.0402121406494065,0.3142856580849924,-0.6970381218082864,0.6501255506938448,-0.11317168673485312,-0.8639102531704632,7
133,I,0.3016959572823801,0.09901861602298245,-0.9027444847151442,-0.9499169121995259,0.37254476256739255,0.45256977868837533,-1.1820608311115257,7
134,I,-0.41026296925065164,-1.0226539336413694,-1.1538177732352002,-0.8032137066592198,0.4729199483137665,-0.7254103493569379,-0.6693021363384437,7
135,F,0.2797185200646226,0.7990696484173698,0.016644817468682405,0.5271970956779878,0.6089351665513111,-0.31548153086238895,-0.06128181331484639,8
136,F,0.03527681018184081,-0.10883020733295035,-1.120303813605668,-0.09478435992966028,0.659519281579634,-0.31101091740984477,0.3419423635238643,7
137,M,0.35447796745468807,-0.19577231865889178,-0.03671642856326485,-0.1883986391218211,0.1875589745711177,0.4306304406025512,-0.2503347927788431,9
138,F,-0.7254626042597891,0.15600066492501596,0.22199378458724206,0.0007494858351103639,-0.27073889891828895,0.38637919370058893,0.7559337663280377,9
139,M,0.52310923784718,-0.8129752735705809,0.018663083080080245,0.08434004765607273,-0.8315186406078854,-4.2177311889268765e-05,0.5698120525257533,9
140,F,2.1382577177150006,0.7817869452316599,1.2724265593900648,1.7824704229556583,0.3010815520603911,0.8345897964526073,1.9552623979934798,10
141,F,0.7873143794264712,1.4008674248630943,0.4741939788304939,1.616608837157941,0.5351389610593243,0.6413452584085242,1.7365399653840488,10
142,M,2.5132163130363017,2.200595390374506,1.2779831774971533,2.3469835702364694,2.5414739066179326,2.9434726653284486,1.9618645157606218,16
143,M,1.0031096929004286,1.26080170527192,0.7321135507744017,1.2578255215930405,0.767210654070942,1.8154397535201883,1.7774332310530423,11
144,M,0.8833348633501862,1.0697088991348576,0.5336202834461843,0.5437426840287021,0.9736512060061021,0.4080970178256196,1.172925815467723,10
145,F,1.1296051428923368,0.10120730692749946,-0.10615837633186237,1.3282854186947066,0.9845780772135136,0.4496103812744957,0.04946860092990374,10
146,M,-0.03480697344631645,-0.16701136619816037,-0.3098048515550606,0.4580068939608448,1.0543691342676098,0.5762485966757989,0.6345000608780642,10
147,I,-1.516715080885961,-0.8107174603982525,-0.9896789384789126,-1.024020867874175,-0.7051875150750084,-0.47395627079444114,-1.293588687425109,9
148,I,-0.9491409079896826,-2.7028223022616786,-1.7243765922273968,-0.7315416800512962,-1.079584598277831,-0.6313306361987374,0.34557826796025815,5
149,I,-2.049671843719311,-0.9235185510493424,-0.058203794562364575,0.3368075740674592,-1.2641868882537082,-1.511336923292176,-1.082045485199264,4
150,M,2.3721720356583025,1.5411482482228798,0.29176741164776826,1.8248587567931376,1.6425201243908067,0.7579617037115863,2.5258139383572122,15
151,F,0.7190103751911572,2.106396325786898,2.9747878286817286,0.8993224704500195,1.2941790553556054,2.554242807978894,2.4961944123063224,9
152,F,1.8524167002135026,1.7822701270724712,2.3640742855102967,2.9100037129725136,2.3904634977490598,2.3110816109768955,3.2404065830159565,10
153,F,1.3700566852196114,1.833401414117656,2.4339740598082895,1.8013538928112733,0.2191969757235137,0.8410228207222593,1.8606034784964445,10
154,F,1.4926195209719555,1.8916274903468318,0.2899612767764491,1.8462051377538682,0.8171471130788347,1.642964549906301,0.8404143761115417,12
155,M,1.5695108883741362,1.1251944668897642,-0.021925187781757227,0.23170643800276097,0.08703885083991184,0.22642504738603053,-0.18456512412256904,10
156,F,2.317335122001087,2.225941286813677,2.933410853587767,1.7448173998609084,0.41469671075837217,0.964375997538223,2.52360158150338,13
157,M,2.9367474769271262,1.54966392182896,2.2773108290476776,1.6176059898003243,0.9915075701360015,1.9340085134157299,2.969480531673873,16
158,F,1.9691769562471289,1.6358066334687003,1.0304857550909203,1.6351874312741368,0.6655329427250708,2.022755365215724,0.35585996443103035,13
159,F,1.022485939777661,1.5084743305605608,2.242888440412479,1.2337910671490877,1.5695505988911898,0.47955416938814016,1.8403677204978277,13
160,M,1.452171711618572,2.252657015239178,1.7607373974384815,1.2738854431464979,1.888843557998861,0.8348461888879136,1.96075625834626,13
161,F,2.3227858907967045,1.5945397023631909,1.699713458521317,1.659127057121892,2.2848350656995153,2.525415297147198,0.4312331350417761,13
162,M,0.9279263689842556,1.945208152993736,0.8651895868129905,1.5150344660772679,1.439669576437504,2.81937811978336,0.7833172139348316,12
163,F,3.602854224076022,2.565235653969368,2.279484068825684,3.7554945688279764,1.8805765645444281,2.1631993550179778,6.692667949926563,18
164,F,2.1771671815734877,3.053503905788767,3.9738760053138593,3.212313375855742,2.1005553385401843,1.5626447584450058,5.314260059674927,16
165,M,2.853469385120753,3.1932870488200082,2.6278504364057533,3.760342862733723,4.150532614952227,4.211488578280809,4.056668459747675,14
166,F,2.283548495954096,3.577265066277953,2.4774334808832412,3.2350079926827835,2.4702355505415268,3.900386803618031,4.483041962364507,20
167,F,3.2774318215950986,3.524216454810383,3.5406525461547957,2.8735258596434368,2.6824659351245614,3.7963203745156378,4.68359104336573,20
168,M,2.114232671915011,2.6929927288172673,3.7013787058414493,2.452912007069091,2.2592009319726953,1.5126282444106376,5.033234510102956,14
169,F,1.5998250820654283,2.069342461195161,2.5337119267147052,2.8474576251935133,1.255629850986187,2.2129694863487903,4.34197123762422,12
170,M,2.527423525711633,2.819140705281616,2.644190801397167,2.860144279808761,2.8235110154072367,3.577547340470222,2.8454887848158155,14
171,F,1.807334357925739,1.7976537125745229,1.738020439628039,-0.08080948688454875,0.8011900226496365,1.682457814720837,0.5577944316227993,7
172,M,0.6372718478667051,1.3429271584591538,1.7657647002399417,1.8324421406065767,1.8784029100078248,1.5765824723594004,2.276785937759529,8
173,F,1.9013092873742883,1.1151107012097534,0.8611918831040279,0.06485452166793648,1.6001275976422078,1.2295953864417863,0.17177703594417665,8
174,I,-1.4940752581363528,-1.6191876600222976,-2.0468424807218146,-0.989049009494342,-0.654098334752252,-0.9021321377147986,0.270093003942002,5
175,I,-0.029564611285298747,-0.9494378741206269,-0.9930872408768088,0.4058174436452697,-1.1681846307880395,0.6877944436755414,-1.034222749484796,7
176,I,-0.40451257503648774,-1.780139097157956,-1.6493227821258407,0.09648307232408349,0.12852126977014922,-0.34619141890820804,-0.7171547425507951,5
177,I,-0.3671422238962676,-0.5976450878770725,0.10426032960728371,-0.26539208952743554,0.23760376473456124,-0.16261246920739136,-0.9987927950247764,8
178,I,-0.6972265034844534,-1.2492309642385615,-1.7316865819935214,-0.9018988483694703,-0.7805460374837558,-1.3745165783394488,0.35186898760159346,4
179,M,2.425781214062425,1.6213853710119794,1.926531404953729,0.8684752888534912,1.2243196553251952,0.6790524216090149,2.6484747790278678,11
180,M,0.9015907779965777,2.3666690686725023,1.2162745652630402,2.18642666177349,1.2390832504852503,2.035798456912743,0.6957047056703032,14
181,M,1.8349600796959011,2.534336803927027,2.5404140203957977,2.4748593499966116,2.4856384116716197,2.5936389356611786,2.6580628766745305,21
182,F,1.8984487200442879,1.4417888129248762,0.8310798712636157,2.154843224381503,0.5746483138410925,0.9342790219552564,1.6491565616941992,10
183,F,2.2885235901022534,0.7191236841879755,2.467744889464054,0.9474477850795642,2.2271293923605784,0.8327329039372975,2.1377377824156203,10
184,F,2.5518277189888985,1.8273943241231285,3.365495919022861,1.9927025529498752,1.993066526492529,3.217363363670273,2.390795413670297,12
185,M,2.030211073303194,1.6604803399710453,3.1986911348826967,0.9110752985655957,2.1605465791166916,2.9056112495224937,1.598766579054872,13
186,F,1.0576362274332227,1.1694030969893905,0.9068556430466242,2.0528587284059228,1.3265379608961667,1.4287285713490625,0.4489263391456127,12
187,F,1.7820563040633257,1.3224908873600834,1.9803839292695216,2.4430085156025663,1.3206799381249419,1.4719860645580969,2.940066001067895,10
188,F,2.4771380151482694,2.3684228423347053,1.3262295083508304,1.6684480423195067,1.6617438719612325,3.2073057825365026,1.5994698767186566,11
189,F,2.4258003224158937,1.3078272224181475,1.5237975299946194,1.5220033063632095,0.875916845003322,2.0510610747210904,1.4427192852524948,9
190,M,1.212712330038608,2.5539822323627375,1.079820685711505,1.9024392389427007,1.124455083842335,1.293244259525956,1.1187439777813228,13
191,M,1.6900208710448743,1.2179878229916357,2.4745322109956502,0.7223615174814739,0.7617903734507756,1.7365571366186088,2.315106735900474,12
192,M,1.2660379094733503,2.221328381833121,2.247308126202269,1.952205016187128,0.5632967276732694,1.8032443418724335,2.7539148460075324,14
193,I,-1.2741323910081603,-1.1332669756031883,0.5480814532798819,0.567820002843465,-0.9202046316065495,-0.1896153850504083,0.16443459264115645,8
194,F,0.15749215862401666,1.3026867317799016,0.5481764843264254,1.9296876480386767,1.7445016490519305,0.4522625151558657,0.09482753146411882,10
195,M,0.5130304997651106,0.14068044851747927,1.2733832313298927,-0.04244236522764906,0.24756806893997213,-0.01063546584135383,1.3527017221427997,12
196,F,0.269273004492388,1.699844512111005,1.2264297229444758,1.2785165869711936,0.9497736808804933,-0.16971274505571432,0.9862556515567529,11
197,M,1.3036897641669898,2.3947841741728384,2.859968164274467,1.549063477168203,0.39782262569337334,2.0635697577026297,1.6629846607798302,16
198,M,1.9290935702629326,1.1415992980313203,1.6395491480345092,1.27500749571692,0.45019761691100196,0.5698964877662935,1.2063523544692338,15
199,M,0.7086349904169689,1.7667642150526413,2.976902729283788,1.9489947813457968,0.9228485909512303,1.6869488116188927,2.1580856172480964,10
200,F,1.248160657195231,0.9821933147596893,1.245950229062593,0.3919380065386777,0.16314681190441038,-0.2899905043144936,1.1517162501844689,9
